SYMBOL,COMPANY,MEETING_DATE,PURPOSE,DETAILS
BBTCL,B&B Triplewall Containers Limited,14-Aug-2026,Board Meeting Intimation,B&B Triplewall Containers Limited has informed the Exchange about Board Meeting to be held on 14-Aug-2026 to consider and approve the Quarterly Unaudited Financial results of the Company for the period ended June 2026 and Dividend.
BBTCL,B&B Triplewall Containers Limited,14-Aug-2026,Financial Results/Dividend,"To consider and approve the financial results for the period ended Jun 30, 2026 and  recommendation of Final Dividend"
BCG,Brightcom Group Limited,14-Aug-2026,Board Meeting Intimation,Brightcom Group Limited has informed the Exchange about Board Meeting to be held on 14-Aug-2026 to inter-alia consider and approve the Unaudited Financial results of the Company for the Quarterly ended June 2026 .
BCG,Brightcom Group Limited,14-Aug-2026,Financial Results/Other business matters,"To consider and approve the financial results for the period ended Jun 30, 2026 and other business matters"
BCPL,BCPL Railway Infrastructure Limited,14-Aug-2026,Board Meeting Intimation,BCPL RAILWAY INFRASTRUCTURE LIMITED has informed the Exchange about Board Meeting to be held on 14-Aug-2026 to consider and approve the Quarterly Unaudited Financial results of the Company for the period ended June 2026 and Other business.
BCPL,BCPL Railway Infrastructure Limited,14-Aug-2026,Financial Results/Other business matters,"To consider and approve the financial results for the period ended Jun 30, 2026 and other business matters"
BDL,Bharat Dynamics Limited,14-Aug-2026,Board Meeting Intimation,Bharat Dynamics Limited has informed the Exchange about Board Meeting to be held on 14-Aug-2026 to inter-alia consider and approve the Unaudited Financial results of the Company for the Quarterly ended June 2026 .
BDL,Bharat Dynamics Limited,14-Aug-2026,Financial Results,"To consider and approve the financial results for the period ended Jun 30, 2026"
BELRISE,Belrise Industries Limited,14-Aug-2026,Board Meeting Intimation,BELRISE INDUSTRIES LIMITED has informed the Exchange about Board Meeting to be held on 14-Aug-2026 to consider and approve the Quarterly Unaudited Financial results of the Company for the period ended June 2026 and Increase in authorised capital/Dividend.
BELRISE,Belrise Industries Limited,14-Aug-2026,Financial Results/Dividend,"To consider and approve the unaudited financial results both standalone and consolidated for the period ended Jun 30, 2026 and dividend"
BFINVEST,BF Investment Limited,14-Aug-2026,Board Meeting Intimation,BF INVESTMENT LIMITED has informed the Exchange about Board Meeting to be held on 14-Aug-2026 to inter-alia consider and approve the Unaudited Financial results of the Company for the Quarterly ended June 2026 .
BFINVEST,BF Investment Limited,14-Aug-2026,Financial Results,"To consider and approve the unaudited standalone and consolidated financial results for the period ended Jun 30, 2026"
BFUTILITIE,BF Utilities Limited,14-Aug-2026,Board Meeting Intimation,BF UTILITIES LIMITED has informed the Exchange about Board Meeting to be held on 14-Aug-2026 to inter-alia consider and approve the Unaudited Financial results of the Company for the Quarterly ended June 2026 .
BFUTILITIE,BF Utilities Limited,14-Aug-2026,Financial Results,"To consider and approve the unaudited Standalone financial results for the period ended Jun 30, 2026"
BGLOBAL,Bharatiya Global Infomedia Limited,14-Aug-2026,Board Meeting Intimation,BHARATIYA GLOBAL INFOMEDIA LIMITED has informed the Exchange about Board Meeting to be held on 14-Aug-2026 to inter-alia consider and approve the Unaudited Financial results of the Company for the Quarterly ended June 2026 .
BGLOBAL,Bharatiya Global Infomedia Limited,14-Aug-2026,Financial Results,"To consider and approve the financial results for the period ended Jun 30, 2026"
BHARATIDIL,Bharati Defence and Infrastructure Limited,14-Aug-2026,Financial Results,"To consider and approve the financial results for the period ended Jun 30, 2026"
BLUEBLENDS,Blue Blends (I) Limited,14-Aug-2026,Board Meeting Intimation,BLUE BLENDS (INDIA) LIMITED has informed the Exchange about Board Meeting to be held on 14-Aug-2026 to consider and approve the Quarterly Unaudited Financial results of the Company for the period ended June 2026 and Other business.
BLUEBLENDS,Blue Blends (I) Limited,14-Aug-2026,Financial Results/Other business matters,"To consider and approve the financial results for the period ended Jun 30, 2026 and other business matters"
BLUECHIP,Blue Chip India Limited,14-Aug-2026,Board Meeting Intimation,BLUE CHIP INDIA LIMITED has informed the Exchange about Board Meeting to be held on 14-Aug-2026 to consider and approve the Quarterly Unaudited Financial results of the Company for the period ended June 2026 and Other business.
BLUECHIP,Blue Chip India Limited,14-Aug-2026,Financial Results/Other business matters,"To consider and approve the financial results for the period ended Jun 30, 2026 and other business matters"
BOHRAIND,Bohra Industries Limited,14-Aug-2026,Board Meeting Intimation,BOHRA INDUSTRIES LIMITED has informed the Exchange about Board Meeting to be held on 14-Aug-2026 to consider and approve the Quarterly Unaudited Financial results of the Company for the period ended June 2026 and Other business.
BOHRAIND,Bohra Industries Limited,14-Aug-2026,Financial Results,"To consider and approve the financial results for the period ended Jun 30, 2026"
BONLON,Bonlon Industries Limited,14-Aug-2026,Board Meeting Intimation,BONLON INDUSTRIES LIMITED has informed the Exchange about Board Meeting to be held on 14-Aug-2026 to consider and approve the Quarterly Unaudited Financial results of the Company for the period ended June 2026 and Fund raising.
BONLON,Bonlon Industries Limited,14-Aug-2026,Financial Results/Fund Raising,"To consider and approve the financial results for the period ended Jun 30, 2026 and Fund Raising"
BOROLTD,Borosil Limited,14-Aug-2026,Board Meeting Intimation,BOROSIL LIMITED has informed the Exchange about Board Meeting to be held on 14-Aug-2026 to inter-alia consider and approve the Unaudited Financial results of the Company for the Quarterly ended June 2026 .
BOROLTD,Borosil Limited,14-Aug-2026,Financial Results,"To consider and approve the Unaudited Financial Results (Standalone & Consolidated) for the quarter ended June 30, 2026."
BRNL,Bharat Road Network Limited,14-Aug-2026,Board Meeting Intimation,BHARAT ROAD NETWORK LIMITED has informed the Exchange about Board Meeting to be held on 14-Aug-2026 to inter-alia consider and approve the Unaudited Financial results of the Company for the Quarterly ended June 2026 .
BRNL,Bharat Road Network Limited,14-Aug-2026,Financial Results,"To consider and approve the financial results for the period ended Jun 30, 2026"
CENTEXT,Century Extrusions Limited,14-Aug-2026,Board Meeting Intimation,CENTURY EXTRUSIONS LIMITED has informed the Exchange about Board Meeting to be held on 14-Aug-2026 to inter-alia consider and approve the Unaudited Financial results of the Company for the Quarterly ended June 2026 .
CENTEXT,Century Extrusions Limited,14-Aug-2026,Financial Results,"To consider and approve the financial results for the period ended Jun 30, 2026"
CHOLAHLDNG,Cholamandalam Financial Holdings Limited,14-Aug-2026,Board Meeting Intimation,CHOLAMANDALAM FINANCIAL HOLDINGS LIMITED has informed the Exchange about Board Meeting to be held on 14-Aug-2026 to inter-alia consider and approve the Unaudited Financial results of the Company for the Quarterly ended June 2026 .
CHOLAHLDNG,Cholamandalam Financial Holdings Limited,14-Aug-2026,Financial Results,"To consider and approve the financial results for the period ended Jun 30, 2026"
CIFL,Capital India Finance Limited,14-Aug-2026,Board Meeting Intimation,CAPITAL INDIA FINANCE LIMITED has informed the Exchange about Board Meeting to be held on 14-Aug-2026 to consider and approve the Quarterly Unaudited Financial results of the Company for the period ended June 2026 and Fund raising.
CIFL,Capital India Finance Limited,14-Aug-2026,Financial Results/Fund Raising,"To consider and approve the financial results for the quarter ended June 30, 2026 and raising of funds by way of issuance of non-convertible debentures/ bonds and other debt securities in one or more tranches/ series."
COCHINSHIP,Cochin Shipyard Limited,14-Aug-2026,Board Meeting Intimation,COCHIN SHIPYARD LIMITED has informed the Exchange about Board Meeting to be held on 14-Aug-2026 to inter-alia consider and approve the Unaudited Financial results of the Company for the Quarterly ended June 2026 .
COCHINSHIP,Cochin Shipyard Limited,14-Aug-2026,Financial Results,"To consider and approve the financial results for the period ended Jun 30, 2026"
CPCAP,CP Capital Limited,14-Aug-2026,Board Meeting Intimation,CP CAPITAL LIMITED has informed the Exchange about Board Meeting to be held on 14-Aug-2026 to inter-alia consider and approve the Unaudited Financial results of the Company for the Quarterly ended June 2026 .
CPCAP,CP Capital Limited,14-Aug-2026,Financial Results,"To consider and approve the financial results for the period ended Jun 30, 2026"
CSM,CSM Technologies Limited,14-Aug-2026,Board Meeting Intimation,CSM TECHNOLOGIES LIMITED has informed the Exchange about Board Meeting to be held on 14-Aug-2026 to inter-alia consider and approve the Unaudited Financial results of the Company for the Quarterly ended June 2026 .
CSM,CSM Technologies Limited,14-Aug-2026,Financial Results,"To consider and approve the quarterly un-audited financial results (Standalone & Consolidated) of the Company for the quarter ended 30th June, 2026."
CTE,Cambridge Technology Enterprises Limited,14-Aug-2026,Board Meeting Intimation,Cambridge Technology Enterprises Limited has informed the Exchange about Board Meeting to be held on 14-Aug-2026 to inter-alia consider and approve the Unaudited Financial results of the Company for the Quarterly ended June 2026 .
CTE,Cambridge Technology Enterprises Limited,14-Aug-2026,Financial Results,"To consider and approve the un-audited financial results standalone and consolidated along with limited review report for the period ended Jun 30, 2026"
CUBEINVIT,Cube Highways Trust,14-Aug-2026,Board Meeting Intimation,Cube Highways Trust has informed the Exchange about Board Meeting to be held on 14-Aug-2026 to consider and approve the Quarterly Unaudited Financial results of the Company for the period ended June 2027 and Dividend/Fund raising.
DAVANGERE,Davangere Sugar Company Limited,14-Aug-2026,Board Meeting Intimation,DAVANGERE SUGAR COMPANY LIMITED has informed the Exchange about Board Meeting to be held on 14-Aug-2026 to consider and approve the Quarterly Unaudited Financial results of the Company for the period ended June 2026 and Fund raising.
DAVANGERE,Davangere Sugar Company Limited,14-Aug-2026,Financial Results/Fund Raising,To consider and approve the Unaudited Financial Results and Proposal for Raising Funds.
DBEIL,Deepak Builders & Engineers India Limited,14-Aug-2026,Board Meeting Intimation,Deepak Builders & Engineers India Limited has informed the Exchange about Board Meeting to be held on 14-Aug-2026 to consider and approve the Quarterly Unaudited Financial results of the Company for the period ended June 2026 and Other business.
DBEIL,Deepak Builders & Engineers India Limited,14-Aug-2026,Financial Results/Other business matters,"To consider and approve the financial results for the period ended Jun 30, 2026 and other business matters"
DBREALTY,Valor Estate Limited,14-Aug-2026,Board Meeting Intimation,Valor Estate Limited has informed the Exchange about Board Meeting to be held on 14-Aug-2026 to inter-alia consider and approve the Unaudited Financial results of the Company for the Quarterly ended June 2026 .
DBREALTY,Valor Estate Limited,14-Aug-2026,Financial Results,"To consider and approve the Unaudited Standalone and Consolidated financial results for first quarter and three months ended 30th June, 2026"
DCAL,Dishman Carbogen Amcis Limited,14-Aug-2026,Board Meeting Intimation,DISHMAN CARBOGEN AMCIS LIMITED has informed the Exchange about Board Meeting to be held on 14-Aug-2026 to inter-alia consider and approve the Unaudited Financial results of the Company for the Quarterly ended June 2026 .
DCAL,Dishman Carbogen Amcis Limited,14-Aug-2026,Financial Results,"To consider and approve the un-audited financial results for the period ended June 30, 2026"
DCI,DC Infotech and Communication Limited,14-Aug-2026,Board Meeting Intimation,DC Infotech And Communication Limited has informed the Exchange about Board Meeting to be held on 14-Aug-2026 to inter-alia consider and approve the Unaudited Financial results of the Company for the Quarterly ended June 2026 .
DCI,DC Infotech and Communication Limited,14-Aug-2026,Financial Results,"To consider and approve the financial results for the period ended Jun 30, 2026"
DCMSIL,DCM Shriram International Limited,14-Aug-2026,Board Meeting Intimation,DCM SHRIRAM INTERNATIONAL LIMITED has informed the Exchange about Board Meeting to be held on 14-Aug-2026 to inter-alia consider and approve the Unaudited Financial results of the Company for the Quarterly ended June 2026 .
DCMSIL,DCM Shriram International Limited,14-Aug-2026,Financial Results,"To consider and approve the Unaudited financial results for the period ended Jun 30, 2026"
DJML,DJ Mediaprint & Logistics Limited,14-Aug-2026,Board Meeting Intimation,DJ Mediaprint & Logistics Limited has informed the Exchange about Board Meeting to be held on 14-Aug-2026 to inter-alia consider and approve the Unaudited Financial results of the Company for the Quarterly ended June 2026 .
DJML,DJ Mediaprint & Logistics Limited,14-Aug-2026,Financial Results,"To consider and approve the financial results for the period ended Jun 30, 2026"
DOLATALGO,Dolat Algotech Limited,14-Aug-2026,Board Meeting Intimation,DOLAT ALGOTECH LIMITED has informed the Exchange about Board Meeting to be held on 14-Aug-2026 to inter-alia consider and approve the Unaudited Financial results of the Company for the Quarterly ended June 2026 .
DOLATALGO,Dolat Algotech Limited,14-Aug-2026,Financial Results,"To consider and approve the financial results for the period ended Jun 30, 2026"
DONEAR,Donear Industries Limited,14-Aug-2026,Board Meeting Intimation,Donear Industries Limited has informed the Exchange about Board Meeting to be held on 14-Aug-2026 to inter-alia consider and approve the Unaudited Financial results of the Company for the Quarterly ended June 2026 .
DONEAR,Donear Industries Limited,14-Aug-2026,Financial Results,"To consider and approve the financial results for the period ended Jun 30, 2026"
DPSCLTD,DPSC Limited,14-Aug-2026,Board Meeting Intimation,DPSC LIMITED has informed the Exchange about Board Meeting to be held on 14-Aug-2026 to consider and approve the Quarterly Unaudited Financial results of the Company for the period ended June 2026 and Other business.
DPSCLTD,DPSC Limited,14-Aug-2026,Financial Results/Other business matters,"DPSCLTD : 14-Aug-2026 :  The Company has informed the Exchange that a Board meeting to be held on August 12, 2026 has been re-scheduled. Further, the Company has informed the Exchange that the meeting of the Board of Directors of the Company will be held on August 14, 2026, To consider and approve t"
